"GEOID","NAME.x","total_population","tot_population_race","pop_nonwhite","pop_nonwhitenh","race_pct_white","race_pct_whitenh","race_pct_nonwhite","race_pct_nonwhitenh","race_pct_black","race_pct_aapi","race_pct_native","race_pct_hisp","in_poverty","inc_pct_poverty","inc_percapita_income","tot_population_language","only_english_pct","any_other_than_english_pct","spanish_pct","age_pct_under18","age_pct_18_34","age_pct_35_64","age_pct_over65","Low","Mid","High","LowPerCap","MidPerCap","HighPerCap","ZIP_CODE","PO_NAME","STATE","ZIP_TYPE","zip_join_type","percentile"
"48081","ZCTA5 48081",20626,20626,1208,1643,0.941433142635509,0.920343256084553,0.0585668573644914,0.0796567439154465,0.032531756036071,0.0047028022883739,0.00169688742364007,0.0260351013284204,1412,0.0693278342416654,35137,19940,0.947793380140421,0.0522066198595788,0.0114844533600802,0.190196838941142,0.208717153107728,0.405168234267429,0.1959177736837,18249127.01,25699127.01,33149127.01,884.763260447978,1245.95786919422,1607.15247794046,"48081","Saint Clair Shores","MI","Zip Code Area","Zip Matches ZCTA",58
"48440","ZCTA5 48440",252,252,24,24,0.904761904761905,0.904761904761905,0.0952380952380952,0.0952380952380952,0.0952380952380952,0,0,0,6,0.0238095238095238,18265,281,0.99288256227758,0.00711743772241991,0.00711743772241993,0.408730158730159,0.0595238095238095,0.531746031746032,0,209278,209278,209278,830.468253968254,830.468253968254,830.468253968254,"48440","Hadley","MI","Post Office or large volume customer","Zip Matches ZCTA",44
"48322","ZCTA5 48322",32681,32681,10783,10995,0.670052935956672,0.663565986352927,0.329947064043328,0.336434013647073,0.180961414889385,0.110675927909183,0.00397784645512683,0.00841467519353753,2191,0.0677510127091128,48018,31294,0.668307023710615,0.331692976289385,0.00715792164632198,0.197637771182032,0.176493987332089,0.395612129371806,0.230256112114072,42230388.23,57255388.23,72280388.23,1292.20000091796,1751.94725467397,2211.69450842997,"48322","West Bloomfield","MI","Zip Code Area","Zip Matches ZCTA",71
"48014","ZCTA5 48014",4152,4152,399,777,0.903901734104046,0.812861271676301,0.0960982658959537,0.187138728323699,0.00192678227360308,0,0.00120423892100193,0.14980732177264,305,0.0740650801359883,27652,4211,0.885775350273094,0.114224649726906,0.109475184041795,0.228082851637765,0.202071290944123,0.443400770712909,0.126445086705202,1956195.99,2906195.99,3856195.99,471.145469653179,699.950864643545,928.756259633911,"48014","Capac","MI","Zip Code Area","Zip Matches ZCTA",38
"48614","ZCTA5 48614",1510,1510,62,95,0.958940397350993,0.937086092715232,0.0410596026490067,0.0629139072847682,0,0,0.00198675496688742,0.0231788079470199,308,0.203973509933775,20266,1417,0.984474241354975,0.0155257586450247,0.00282286520818631,0.258278145695364,0.213907284768212,0.390728476821192,0.137086092715232,291165,291165,291165,192.824503311258,192.824503311258,192.824503311258,"48614","Brant","MI","Zip Code Area","Zip Matches ZCTA",12
"48034","ZCTA5 48034",13819,13819,10997,11027,0.204211592734641,0.20204066864462,0.795788407265359,0.79795933135538,0.701353209349446,0.0435632100730878,0.00369057095303568,0.02207106158188,1496,0.108256747955713,35148,12977,0.873314325344841,0.126685674655159,0.0144871696077676,0.155582893118171,0.289311817063463,0.340835082133295,0.214270207685071,77984956.23,121884956.23,165784956.23,5643.3140046313,8820.09958969535,11996.8851747594,"48034","Southfield","MI","Zip Code Area","Zip Matches ZCTA",97
"49938","ZCTA5 49938",7514,7514,340,385,0.95475113122172,0.948762310354006,0.0452488687782805,0.0512376896459942,0.0204950758583977,0.00532339632685653,0.00625499068405643,0.00931594357199893,1497,0.206028075970273,25377,7275,0.968659793814433,0.031340206185567,0.0065979381443299,0.162230503060953,0.186984295980836,0.404045781208411,0.2467394197498,4463321.61,5713321.61,6963321.61,594.000746606335,760.356881820602,926.713017034868,"49938","Ironwood","MI","Zip Code Area","Zip Matches ZCTA",41
"49879","ZCTA5 49879",936,936,14,35,0.985042735042735,0.962606837606838,0.0149572649572649,0.0373931623931624,0,0,0.00747863247863248,0.0224358974358974,140,0.150537634408602,22608,874,0.974828375286041,0.0251716247139588,0,0.166666666666667,0.0822649572649573,0.433760683760684,0.317307692307692,13100,13100,13100,13.9957264957265,13.9957264957265,13.9957264957265,"49879","Republic","MI","Zip Code Area","Zip Matches ZCTA",1
"48312","ZCTA5 48312",34798,34798,7343,8193,0.788982125409506,0.764555434220358,0.211017874590494,0.235444565779642,0.089200528766021,0.0897752744410598,0.000574745675038795,0.0288522328869475,3353,0.0973662049539739,29935,31514,0.750396649108333,0.249603350891667,0.00891667195532144,0.214926145180758,0.224725558940169,0.381372492671993,0.178975803207081,45955975.77,70280975.77,94605975.77,1320.64991579976,2019.68434306569,2718.71877033163,"48311","Sterling Heights","MI","Post Office or large volume customer","Spatial join to ZCTA",76
"48743","ZCTA5 48743",105,105,0,0,1,1,0,0,0,0,0,0,72,0.685714285714286,8895,72,1,0,0,0.19047619047619,0.0952380952380952,0.457142857142857,0.257142857142857,3625,3625,3625,34.5238095238095,34.5238095238095,34.5238095238095,"48743","Long Lake","MI","Zip Code Area","Zip Matches ZCTA",2
"48066","ZCTA5 48066",47710,47710,11851,12601,0.7516034374345,0.73588346258646,0.2483965625655,0.26411653741354,0.188870257807588,0.0144204569272689,0.00700062879899392,0.0251519597568644,7936,0.167415564415754,23777,44766,0.939865076173882,0.0601349238261181,0.0131349685028817,0.214315657094949,0.239006497589604,0.409264305177112,0.137413540138336,55649326.28,83374326.28,111099326.28,1166.40801257598,1747.52308279187,2328.63815300776,"48066","Roseville","MI","Zip Code Area","Zip Matches ZCTA",71
"49946","ZCTA5 49946",3829,3829,731,745,0.8090885348655,0.805432227735701,0.1909114651345,0.194567772264299,0.0159310524941238,0.00313397753982763,0.0927135022199008,0.0122747453643249,592,0.163355408388521,24490,3629,0.962799669330394,0.0372003306696059,0.0093689721686415,0.220945416557848,0.140245494907286,0.397231653173152,0.241577435361713,3097515.68,4222515.68,5347515.68,808.962047531993,1102.77244189083,1396.58283624967,"49946","Lanse","MI","Zip Code Area","Zip Matches ZCTA",54
"48509","ZCTA5 48509",8823,8823,794,1045,0.910007933809362,0.881559560240281,0.0899920661906382,0.118440439759719,0.0426158902867505,0.0148475575201179,0.000793380936189505,0.0349087611923382,1123,0.127382032667877,27168,8846,0.963034139724169,0.0369658602758309,0.00429572688220665,0.21115266916015,0.180777513317466,0.434546072764366,0.173523744758019,9213536.21,13513536.21,17813536.21,1044.26342627224,1531.62600136008,2018.98857644792,"48509","Burton","MI","Zip Code Area","Zip Matches ZCTA",66
"49762","ZCTA5 49762",660,660,178,190,0.73030303030303,0.712121212121212,0.26969696969697,0.287878787878788,0.00303030303030303,0.00454545454545455,0.210606060606061,0.0287878787878788,85,0.130970724191063,25220,550,0.974545454545454,0.0254545454545455,0.00545454545454545,0.145454545454545,0.0848484848484849,0.425757575757576,0.343939393939394,141069,141069,141069,213.740909090909,213.740909090909,213.740909090909,"49762","Naubinway","MI","Zip Code Area","Zip Matches ZCTA",13
"49953","ZCTA5 49953",2519,2519,97,110,0.9614926558158,0.956331877729258,0.0385073441842001,0.0436681222707423,0.00754267566494641,0,0.00158793171893609,0.00714569273521239,337,0.137438825448613,25617,2649,0.964514911287278,0.0354850887127218,0.00302000755001887,0.129019452163557,0.104009527590314,0.456133386264391,0.310837633981739,1137112.88,1237112.88,1337112.88,451.414402540691,491.112695514093,530.810988487495,"49953","Ontonagon","MI","Zip Code Area","Zip Matches ZCTA",28
"49745","ZCTA5 49745",1013,1013,265,272,0.738400789733465,0.731490621915104,0.261599210266535,0.268509378084896,0,0,0.17670286278381,0.0069101678183613,96,0.0947680157946693,31556,1146,0.978184991273996,0.0218150087260035,0,0.160908193484699,0.15004935834156,0.447186574531096,0.241855873642646,407341,507341,607341,402.113524185587,500.830207305035,599.546890424482,"49745","Hessel","MI","Zip Code Area","Zip Matches ZCTA",29
"48125","ZCTA5 48125",20399,20399,2942,3763,0.855777243982548,0.815530173047698,0.144222756017452,0.184469826952302,0.0780920633364381,0.0108338644051179,0.00946124810039708,0.0642188342565812,3955,0.197148696475749,22956,18500,0.853297297297297,0.146702702702703,0.0337837837837838,0.231187803323692,0.218196970439727,0.408402372665327,0.142212853571253,7433353.46,10208353.46,12983353.46,364.397934212461,500.434014412471,636.470094612481,"48125","Dearborn Heights","MI","Zip Code Area","Zip Matches ZCTA",29
"48070","ZCTA5 48070",6340,6340,413,499,0.934858044164038,0.921293375394322,0.0651419558359622,0.0787066246056782,0.0151419558359621,0.0206624605678233,0,0.0160883280757098,138,0.0217665615141956,63335,5928,0.918859649122807,0.081140350877193,0.0145074224021592,0.289747634069401,0.110094637223975,0.439905362776025,0.160252365930599,5188615.82,6613615.82,8038615.82,818.393662460568,1043.15706940063,1267.92047634069,"48070","Huntington Woods","MI","Zip Code Area","Zip Matches ZCTA",52
"48362","ZCTA5 48362",16056,16056,1193,1942,0.925697558545092,0.879048330842053,0.0743024414549078,0.120951669157947,0.0211136023916293,0.0210513203786746,0.00342551071250623,0.0643373193821624,611,0.0384663812641652,43174,15187,0.931915454006716,0.0680845459932837,0.021860802001712,0.232187344294968,0.199240159441953,0.430555555555556,0.138016940707524,13128172.57,18128172.57,23128172.57,817.649014075735,1129.05907884903,1440.46914362232,"48361","Lake Orion","MI","Post Office or large volume customer","Spatial join to ZCTA",55
"49201","ZCTA5 49201",45817,45817,6896,7851,0.84948818124277,0.828644389637034,0.15051181875723,0.171355610362966,0.100006547787939,0.0108693279786979,0.00724621865246524,0.0298797389615208,4703,0.123350906181971,27237,43397,0.962301541581215,0.0376984584187847,0.0189874876143512,0.187812384049589,0.243795970927822,0.414453150577297,0.153938494445293,51937913.74,77462913.74,102987913.74,1133.59481720759,1690.70244101534,2247.8100648231,"49201","Jackson","MI","Zip Code Area","Zip Matches ZCTA",69
"48216","ZCTA5 48216",5179,5179,2654,3687,0.487545858273798,0.288086503185943,0.512454141726202,0.711913496814057,0.378451438501641,0.0115852481173972,0.00598571152732188,0.306815987642402,1709,0.330688854489164,21848,5324,0.709992486851991,0.290007513148009,0.254320060105184,0.190770418999807,0.278818304692026,0.407607646263758,0.12280363004441,19011492.97,28511492.97,38011492.97,3670.8810523267,5505.21200424792,7339.54295616914,"48216","Detroit","MI","Zip Code Area","Zip Matches ZCTA",94
"48225","ZCTA5 48225",14307,14307,9560,9629,0.331795624519466,0.326972810512337,0.668204375480534,0.673027189487663,0.592646956035507,0.0218774026700217,0.00398406374501992,0.00789823163486405,2148,0.152719516530395,23318,13925,0.947073608617594,0.0529263913824057,0.0171633752244165,0.251205703501782,0.229607884252464,0.383308869784022,0.135877542461732,5700593.2,7225593.2,8750593.2,398.447836723282,505.039015866359,611.630195009436,"48225","Harper Woods","MI","Zip Code Area","Zip Matches ZCTA",29
"49841","ZCTA5 49841",7242,7242,588,702,0.91880695940348,0.903065451532726,0.0811930405965203,0.0969345484672742,0.00538525269262635,0.00552333609500138,0.0149130074565037,0.0243026788180061,1447,0.201447863009884,23766,6959,0.955022273315131,0.0449777266848685,0.017100158068688,0.229080364540182,0.167495167080917,0.424606462303231,0.17881800607567,8012727,12312727,16612727,1106.4246064623,1700.18323667495,2293.9418668876,"49841","Gwinn","MI","Zip Code Area","Zip Matches ZCTA",70
"49918","ZCTA5 49918",87,87,4,4,0.954022988505747,0.954022988505747,0.0459770114942529,0.0459770114942529,0,0,0,0.0459770114942529,10,0.114942528735632,36198,89,1,0,0,0.0344827586206897,0.0114942528735632,0.505747126436782,0.448275862068966,861410.24,1286410.24,1711410.24,9901.26712643678,14786.3245977012,19671.3820689655,"49918","Copper Harbor","MI","Zip Code Area","Zip Matches ZCTA",98
